datetime_UTC,resolutioncode,mapcode,storedenergy,storedenergy_endofweek,storedenergy_delta,actualgenerationoutput,inflows_temp,inflows_MWh,inflows_MW
2022-07-25 00:00:00+00:00,P7D,FR,2312574.0,2274044.0,-38530.0,249317.0,210787.0,210787.0,1254.6845238095239
2022-08-01 00:00:00+00:00,P7D,FR,2274044.0,2280964.0,6920.0,186478.0,193398.0,193398.0,1151.1785714285713
2022-08-08 00:00:00+00:00,P7D,FR,2280964.0,2249940.0,-31024.0,163741.0,132717.0,132717.0,789.9821428571429
2022-08-15 00:00:00+00:00,P7D,FR,2249940.0,2250959.0,1019.0,147855.0,148874.0,148874.0,886.1547619047619
2022-08-22 00:00:00+00:00,P7D,FR,2250959.0,2244154.0,-6805.0,133241.0,126436.0,126436.0,752.5952380952381
2022-08-29 00:00:00+00:00,P7D,FR,2244154.0,2240533.0,-3621.0,134963.0,131342.0,131342.0,781.797619047619
2022-09-05 00:00:00+00:00,P7D,FR,2240533.0,2252727.0,12194.0,104892.0,117086.0,117086.0,696.9404761904761
2022-09-12 00:00:00+00:00,P7D,FR,2252727.0,2254828.0,2101.0,115852.0,117953.0,117953.0,702.1011904761905
2022-09-19 00:00:00+00:00,P7D,FR,2254828.0,2253974.0,-854.0,89593.0,88739.0,88739.0,528.2083333333334
2022-09-26 00:00:00+00:00,P7D,FR,2253974.0,2313405.0,59431.0,119044.0,178475.0,178475.0,1062.3511904761904
2022-10-03 00:00:00+00:00,P7D,FR,2313405.0,2320864.0,7459.0,141375.0,148834.0,148834.0,885.9166666666666
2022-10-10 00:00:00+00:00,P7D,FR,2320864.0,2315468.0,-5396.0,118154.0,112758.0,112758.0,671.1785714285714
2022-10-17 00:00:00+00:00,P7D,FR,2315468.0,2419163.0,103695.0,118684.0,222379.0,222379.0,1323.6845238095239
2022-10-24 00:00:00+00:00,P7D,FR,2419163.0,2455704.0,36541.0,122650.0,159191.0,159191.0,947.5654761904761
2022-10-31 00:00:00+00:00,P7D,FR,2455704.0,2495545.0,39841.0,93594.0,133435.0,133435.0,794.2559523809524
2022-11-07 00:00:00+00:00,P7D,FR,2495545.0,2499746.0,4201.0,82812.0,87013.0,87013.0,517.9345238095239
2022-11-14 00:00:00+00:00,P7D,FR,2499746.0,2518920.0,19174.0,127603.0,146777.0,146777.0,873.672619047619
2022-11-21 00:00:00+00:00,P7D,FR,2518920.0,2462887.0,-56033.0,134645.0,78612.0,78612.0,467.92857142857144
2022-11-28 00:00:00+00:00,P7D,FR,2462887.0,2374305.0,-88582.0,172759.0,84177.0,84177.0,501.05357142857144
2022-12-05 00:00:00+00:00,P7D,FR,2374305.0,2190805.0,-183500.0,270132.0,86632.0,86632.0,515.6666666666666
2022-12-12 00:00:00+00:00,P7D,FR,2190805.0,2142607.0,-48198.0,293382.0,245184.0,245184.0,1459.4285714285713
2022-12-19 00:00:00+00:00,P7D,FR,2142607.0,2284112.0,141505.0,373853.0,515358.0,515358.0,3067.6071428571427
2022-12-26 00:00:00+00:00,P7D,FR,2284112.0,2327857.0,43745.0,152561.0,196306.0,196306.0,1168.4880952380952
2023-01-02 00:00:00+00:00,P7D,FR,2327857.0,2347129.0,19272.0,138158.0,157430.0,157430.0,937.0833333333334
2023-01-09 00:00:00+00:00,P7D,FR,2347129.0,,,160480.0,160480.0,160480.0,955.2380952380952
